message,truth,predicted,latency_ms
A tutorial video about Data Structures,VIDEO_SEARCH,VIDEO_SEARCH,2741
Does the slide mention Software Engineering?,CONTENT_ANALYSIS,CONVERSATION,2759
I want a test on Statistics,ASSESSMENT,ASSESSMENT,8003
Assess my understanding of Sociology,ASSESSMENT,ASSESSMENT,5503
Suggest a video on Statistics,VIDEO_SEARCH,VIDEO_SEARCH,2165
Hi there,CONVERSATION,CONVERSATION,932
Assess me on Sociology,ASSESSMENT,ASSESSMENT,4990
Find some videos for Artificial Intelligence,VIDEO_SEARCH,VIDEO_SEARCH,2328
Hi,CONVERSATION,CONVERSATION,953
I need a visual guide on World History,VIDEO_SEARCH,VIDEO_SEARCH,2156
I'm new here,CONVERSATION,CONVERSATION,3237
Do you have a video about Macroeconomics?,VIDEO_SEARCH,VIDEO_SEARCH,2610
Any study tips?,CONVERSATION,CONVERSATION,3692
Test my knowledge of Molecular Biology,ASSESSMENT,ASSESSMENT,5496
Let's do a quiz on Calculus,ASSESSMENT,ASSESSMENT,5192
Explain the second section of the chapter,CONTENT_ANALYSIS,CONTENT_ANALYSIS,3767
I need a visual guide on Big Data,VIDEO_SEARCH,VIDEO_SEARCH,2361
I want a test on Linear Algebra,ASSESSMENT,ASSESSMENT,7978
Do you have a video about Cyber Security?,VIDEO_SEARCH,VIDEO_SEARCH,2029
Let's take a quiz on Thermodynamics,ASSESSMENT,ASSESSMENT,5122
Never mind,CONVERSATION,CONVERSATION,2680
Give me a summary of my achievements,INSIGHT,INSIGHT,5498
What is the main point of the report?,CONTENT_ANALYSIS,CONTENT_ANALYSIS,3321
Link a video on Statistics,VIDEO_SEARCH,VIDEO_SEARCH,2023
Does the section mention Linear Algebra?,CONTENT_ANALYSIS,CONTENT_ANALYSIS,2546
Break down the key concepts in the slide,CONTENT_ANALYSIS,CONTENT_ANALYSIS,3907
I need a visual guide on Linear Programming,VIDEO_SEARCH,VIDEO_SEARCH,2436
I want to be tested on Psychology,ASSESSMENT,ASSESSMENT,8244
Agreed,CONVERSATION,CONVERSATION,3044
Analyze my performance,INSIGHT,INSIGHT,3201
Does the report mention Machine Learning?,CONTENT_ANALYSIS,CONTENT_ANALYSIS,2388
What is the main point of the PDF?,CONTENT_ANALYSIS,CONTENT_ANALYSIS,2583
Where do I stand in Computer Networks?,INSIGHT,INSIGHT,4824
Does the notes mention Linear Algebra?,CONTENT_ANALYSIS,CONTENT_ANALYSIS,2619
Make me a quiz on Machine Learning,ASSESSMENT,ASSESSMENT,5425
Yeah,CONVERSATION,CONVERSATION,2985
Do you have a video about Calculus?,VIDEO_SEARCH,VIDEO_SEARCH,2236
Recommend a YouTube video about Cyber Security,VIDEO_SEARCH,VIDEO_SEARCH,2215
Review the report for me,CONTENT_ANALYSIS,CONTENT_ANALYSIS,3334
Test me on Fluid Dynamics,ASSESSMENT,ASSESSMENT,5047
I need a visual guide for Artificial Intelligence,VIDEO_SEARCH,VIDEO_SEARCH,2394
Are there gaps in my Organic Chemistry knowledge?,INSIGHT,INSIGHT,4868
Where do I stand in Computer Architecture?,INSIGHT,INSIGHT,4664
Can you find a video on Calculus?,VIDEO_SEARCH,VIDEO_SEARCH,2735
Let's take a quiz on Software Engineering,ASSESSMENT,ASSESSMENT,8640
Make me a plan,INSIGHT,CONTENT_ANALYSIS,4298
Give me 10 questions on Database Systems,ASSESSMENT,VIDEO_SEARCH,3307
Which topics do I struggle with?,INSIGHT,INSIGHT,5198
Are there gaps in my Network Security knowledge?,INSIGHT,INSIGHT,3488
OK,CONVERSATION,CONVERSATION,2979
Show my learning report,INSIGHT,INSIGHT,3929
Are you listening?,CONVERSATION,CONVERSATION,4284
Test me on Computer Architecture,ASSESSMENT,VIDEO_SEARCH,2580
Recommend a YouTube video about Cognitive Science,VIDEO_SEARCH,VIDEO_SEARCH,2586
Any clips explaining Database Systems?,VIDEO_SEARCH,VIDEO_SEARCH,2590
Test my knowledge of Operating Systems,ASSESSMENT,ASSESSMENT,8648
I want to chat,CONVERSATION,CONVERSATION,2012
I want to be tested on Big Data,ASSESSMENT,ASSESSMENT,6404
Ask me some questions on Calculus,ASSESSMENT,ASSESSMENT,5061
Suggest a video for Statistics,VIDEO_SEARCH,VIDEO_SEARCH,2250
What is the main point of the section?,CONTENT_ANALYSIS,CONTENT_ANALYSIS,3536
Quiz me on Operating Systems,ASSESSMENT,ASSESSMENT,5790
Are there gaps in my Microeconomics knowledge?,INSIGHT,INSIGHT,4405
Tell me a joke,CONVERSATION,CONVERSATION,1476
Get me a video tutorial on Database Systems,VIDEO_SEARCH,VIDEO_SEARCH,1933
Find a lecture video on Network Security,VIDEO_SEARCH,VIDEO_SEARCH,2348
Generate a quiz about Cyber Security,ASSESSMENT,ASSESSMENT,5921
Does the document mention Psychology?,CONTENT_ANALYSIS,CONTENT_ANALYSIS,2661
I need a visual guide on Software Engineering,VIDEO_SEARCH,VIDEO_SEARCH,2586
Evaluate my knowledge of Database Systems,ASSESSMENT,VIDEO_SEARCH,2880
How am I doing in Classical Mechanics?,INSIGHT,INSIGHT,5500
Summarize my learning,INSIGHT,INSIGHT,5052
Start a quiz on Genetics,ASSESSMENT,ASSESSMENT,5344
Explain the findings in the material,CONTENT_ANALYSIS,CONTENT_ANALYSIS,4432
Show my progress,INSIGHT,INSIGHT,5900
How's it going?,CONVERSATION,CONVERSATION,1074
Evaluate my knowledge of Cyber Security,ASSESSMENT,ASSESSMENT,5675
What does the notes say about Cell Biology?,CONTENT_ANALYSIS,CONTENT_ANALYSIS,3957
Does the PDF mention Software Engineering?,CONTENT_ANALYSIS,CONTENT_ANALYSIS,2553
Show my growth over time,INSIGHT,INSIGHT,5963
How am I doing in World History?,INSIGHT,INSIGHT,4989
A tutorial video about Cognitive Science,VIDEO_SEARCH,VIDEO_SEARCH,2685
Video examples for Artificial Intelligence,VIDEO_SEARCH,VIDEO_SEARCH,2515
Make me a quiz on Calculus,ASSESSMENT,ASSESSMENT,6019
Hi AI,CONVERSATION,CONVERSATION,2966
I had a long day,CONVERSATION,CONVERSATION,2910
Let's move on,CONVERSATION,CONVERSATION,3402
I want a video on Macroeconomics,VIDEO_SEARCH,VIDEO_SEARCH,2120
How am I doing in Calculus?,INSIGHT,INSIGHT,4729
Ask me some questions on Computer Networks,ASSESSMENT,ASSESSMENT,4608
Does the section mention Software Engineering?,CONTENT_ANALYSIS,VIDEO_SEARCH,1989
Next question,CONVERSATION,ASSESSMENT,4970
Ask me some questions on Molecular Biology,ASSESSMENT,ASSESSMENT,6953
Get me a video tutorial on Computer Architecture,VIDEO_SEARCH,VIDEO_SEARCH,1852
Recommend a YouTube video about Artificial Intelligence,VIDEO_SEARCH,VIDEO_SEARCH,2957
Summarize the paper,CONTENT_ANALYSIS,CONTENT_ANALYSIS,4168
Give me 10 questions on Statistics,ASSESSMENT,ASSESSMENT,13172
A tutorial video about Linear Algebra,VIDEO_SEARCH,VIDEO_SEARCH,2701
Namaste,CONVERSATION,CONVERSATION,1026
Can you find a video on Linear Programming?,VIDEO_SEARCH,VIDEO_SEARCH,2599
Assess my understanding of Organic Chemistry,ASSESSMENT,ASSESSMENT,5892
Show my learning summary,INSIGHT,INSIGHT,5971
What does the file say about Quantum Physics?,CONTENT_ANALYSIS,CONTENT_ANALYSIS,3940
Examine me on Macroeconomics,ASSESSMENT,ASSESSMENT,5349
Okay,CONVERSATION,CONVERSATION,3255
I want to be tested on Quantum Physics,ASSESSMENT,ASSESSMENT,4867
Hold on,CONVERSATION,CONVERSATION,3255
Thanks for your help,CONVERSATION,CONVERSATION,3160
Give me 5 questions on Machine Learning,ASSESSMENT,VIDEO_SEARCH,2536
Quiz me on Database Systems,ASSESSMENT,ASSESSMENT,4776
Do you have a video about Database Systems?,VIDEO_SEARCH,VIDEO_SEARCH,2534
Find some videos about Statistics,VIDEO_SEARCH,VIDEO_SEARCH,2252
What can I learn next?,INSIGHT,INSIGHT,5359
Can I have a practice test on Human Anatomy?,ASSESSMENT,ASSESSMENT,8064
Where do I stand in Operating Systems?,INSIGHT,INSIGHT,5136
That was helpful,CONVERSATION,CONVERSATION,3197
Summarize the document in three bullet points,CONTENT_ANALYSIS,CONTENT_ANALYSIS,2783
What does the section cover?,CONTENT_ANALYSIS,CONTENT_ANALYSIS,3415
What does the article cover?,CONTENT_ANALYSIS,CONTENT_ANALYSIS,3341
What are my knowledge gaps?,INSIGHT,INSIGHT,4788
What's your favorite color?,CONVERSATION,CONVERSATION,3245
What does the chapter say about Database Systems?,CONTENT_ANALYSIS,CONTENT_ANALYSIS,4390
Find a video about Genetics,VIDEO_SEARCH,VIDEO_SEARCH,2557
Summarize the report in three bullet points,CONTENT_ANALYSIS,CONTENT_ANALYSIS,3132
Does the paper mention Calculus?,CONTENT_ANALYSIS,CONTENT_ANALYSIS,3158
Test my knowledge of Organic Chemistry,ASSESSMENT,ASSESSMENT,8332
What is the main point of the material?,CONTENT_ANALYSIS,CONTENT_ANALYSIS,3056
What's your favorite subject?,CONVERSATION,CONVERSATION,2072
Give me a quiz on Classical Mechanics,ASSESSMENT,ASSESSMENT,5669
What's my level in Astrophysics?,INSIGHT,INSIGHT,4685
Summarize the handout,CONTENT_ANALYSIS,CONTENT_ANALYSIS,3951
Generate a quiz about Data Structures,ASSESSMENT,ASSESSMENT,5948
Link a video on Compiler Design,VIDEO_SEARCH,VIDEO_SEARCH,2469
Give me 10 questions on Discrete Math,ASSESSMENT,ASSESSMENT,9444
Give me some recommendations,INSIGHT,VIDEO_SEARCH,3330
What does the report say about Linear Algebra?,CONTENT_ANALYSIS,CONTENT_ANALYSIS,4291
Let's take a quiz on Calculus,ASSESSMENT,ASSESSMENT,4840
Summarize this chapter,CONTENT_ANALYSIS,CONTENT_ANALYSIS,3395
Am I good at Microeconomics?,INSIGHT,INSIGHT,5155
What's my learning pattern?,INSIGHT,INSIGHT,3602
Search for tutorials about Calculus,VIDEO_SEARCH,VIDEO_SEARCH,2280
Does the paper mention Database Systems?,CONTENT_ANALYSIS,CONTENT_ANALYSIS,2675
I want to relax,CONVERSATION,CONVERSATION,2006
Give me 10 questions on Algorithms,ASSESSMENT,VIDEO_SEARCH,2381
Makes sense,CONVERSATION,CONVERSATION,2905
What is my progress?,INSIGHT,INSIGHT,5677
How am I doing in Quantum Physics?,INSIGHT,INSIGHT,4820
Show me a YouTube video on Computer Architecture,VIDEO_SEARCH,VIDEO_SEARCH,2536
Maybe,CONVERSATION,CONVERSATION,3102
Give me 5 questions on Calculus,ASSESSMENT,ASSESSMENT,4650
Give me 5 questions on Software Engineering,ASSESSMENT,VIDEO_SEARCH,2561
Evaluate my knowledge of Psychology,ASSESSMENT,ASSESSMENT,8389
What does the document say about Microeconomics?,CONTENT_ANALYSIS,CONTENT_ANALYSIS,4057
Test my knowledge on Cell Biology,ASSESSMENT,ASSESSMENT,8538
I need a visual guide for Game Theory,VIDEO_SEARCH,VIDEO_SEARCH,2631
Give me feedback on my progress,INSIGHT,INSIGHT,3871
What does the article say about Machine Learning?,CONTENT_ANALYSIS,CONTENT_ANALYSIS,2957
Look for educational videos about Cyber Security,VIDEO_SEARCH,VIDEO_SEARCH,2596
Where do I stand in Artificial Intelligence?,INSIGHT,INSIGHT,4664
Alright,CONVERSATION,CONVERSATION,3498
Thank you,CONVERSATION,CONVERSATION,2768
Reduce this chapter to the essentials,CONTENT_ANALYSIS,CONTENT_ANALYSIS,2904
Are there gaps in my Ethics knowledge?,INSIGHT,INSIGHT,3022
Really helpful,CONVERSATION,CONVERSATION,3041
What is the speed of light?,CONVERSATION,VIDEO_SEARCH,1887
Search for tutorials about Genetics,VIDEO_SEARCH,VIDEO_SEARCH,2099
What is your name?,CONVERSATION,CONVERSATION,3208
Find a lecture video on Artificial Intelligence,VIDEO_SEARCH,VIDEO_SEARCH,3276
I'm stressed,CONVERSATION,CONVERSATION,2232
Find some videos about Organic Chemistry,VIDEO_SEARCH,VIDEO_SEARCH,2000
What does the text cover?,CONTENT_ANALYSIS,CONTENT_ANALYSIS,3087
Can you find a video on Macroeconomics?,VIDEO_SEARCH,VIDEO_SEARCH,2502
Oh I see,CONVERSATION,CONVERSATION,3387
Am I good at Data Structures?,INSIGHT,INSIGHT,4664
Get me a video tutorial for Big Data,VIDEO_SEARCH,VIDEO_SEARCH,1905
Give me a quiz on Fluid Dynamics,ASSESSMENT,ASSESSMENT,5481
Is it raining?,CONVERSATION,CONVERSATION,2669
Are there gaps in my Database Systems knowledge?,INSIGHT,INSIGHT,4978
Show a video demo of Operating Systems,VIDEO_SEARCH,VIDEO_SEARCH,2422
Explain the second section of the document,CONTENT_ANALYSIS,CONTENT_ANALYSIS,5021
Absolutely,CONVERSATION,CONVERSATION,3654
Yo,CONVERSATION,CONVERSATION,750
Prepare a quiz for Cognitive Science,ASSESSMENT,ASSESSMENT,6000
Are you real?,CONVERSATION,CONVERSATION,2122
Do you have a video about Fluid Dynamics?,VIDEO_SEARCH,VIDEO_SEARCH,2537
What did you say?,CONVERSATION,CONVERSATION,3452
Quiz me on Algorithms,ASSESSMENT,ASSESSMENT,8697
What does that mean?,CONVERSATION,CONVERSATION,5585
Question me on Database Systems,ASSESSMENT,VIDEO_SEARCH,2710
Prepare a quiz for Machine Learning,ASSESSMENT,ASSESSMENT,5304
Explain the second page of the report,CONTENT_ANALYSIS,CONTENT_ANALYSIS,3785
How am I doing in Computer Networks?,INSIGHT,INSIGHT,5110
Examine me on Software Engineering,ASSESSMENT,VIDEO_SEARCH,2306
Are there gaps in my Calculus knowledge?,INSIGHT,INSIGHT,4638
Explain the second section of the material,CONTENT_ANALYSIS,CONTENT_ANALYSIS,3067
Look for educational videos on Computer Networks,VIDEO_SEARCH,VIDEO_SEARCH,2364
What does the chapter say about Machine Learning?,CONTENT_ANALYSIS,CONTENT_ANALYSIS,3755
Ask me some questions on Microeconomics,ASSESSMENT,ASSESSMENT,5212
Just checking in,CONVERSATION,CONVERSATION,3237
I'm excited,CONVERSATION,CONVERSATION,3057
Look for educational videos about Psychology,VIDEO_SEARCH,VIDEO_SEARCH,2604
Give me 10 questions on Ethics,ASSESSMENT,ASSESSMENT,14575
What time is it?,CONVERSATION,CONVERSATION,3114
Tell me about yourself,CONVERSATION,CONVERSATION,3078
Can you explain that more?,CONVERSATION,CONTENT_ANALYSIS,5117
I like your style,CONVERSATION,CONVERSATION,2988
Does the article mention Linear Algebra?,CONTENT_ANALYSIS,CONTENT_ANALYSIS,2981
Ask me some questions on Network Security,ASSESSMENT,ASSESSMENT,4617
Ask me 5 questions on Linear Algebra,ASSESSMENT,ASSESSMENT,6175
Ask me some questions on Ethics,ASSESSMENT,ASSESSMENT,8847
Show me a YouTube video on Computer Networks,VIDEO_SEARCH,VIDEO_SEARCH,2531
Does the material mention Discrete Math?,CONTENT_ANALYSIS,CONTENT_ANALYSIS,2634
Is there a clip on Computer Networks?,VIDEO_SEARCH,VIDEO_SEARCH,2220
What does the slide say about World History?,CONTENT_ANALYSIS,CONTENT_ANALYSIS,3452
Do you have a video about Big Data?,VIDEO_SEARCH,VIDEO_SEARCH,2533
What's my level in World History?,INSIGHT,INSIGHT,4353
What language do you speak?,CONVERSATION,CONVERSATION,3265
Give me 10 questions on Game Theory,ASSESSMENT,ASSESSMENT,13140
Am I good at Computer Architecture?,INSIGHT,INSIGHT,4211
Explain the findings in the article,CONTENT_ANALYSIS,CONTENT_ANALYSIS,3620
What does the report say about Thermodynamics?,CONTENT_ANALYSIS,CONTENT_ANALYSIS,3172
Do you have a video about Algorithms?,VIDEO_SEARCH,VIDEO_SEARCH,2766
How am I doing overall?,INSIGHT,INSIGHT,5194
Find some videos about Linear Algebra,VIDEO_SEARCH,VIDEO_SEARCH,2563
Where are my knowledge gaps?,INSIGHT,INSIGHT,4982
Any clips explaining Statistics?,VIDEO_SEARCH,VIDEO_SEARCH,1751
Am I good at Molecular Biology?,INSIGHT,INSIGHT,5417
I want to watch a video on Cell Biology,VIDEO_SEARCH,VIDEO_SEARCH,1883
Start a quiz on Machine Learning,ASSESSMENT,ASSESSMENT,5448
How was your day?,CONVERSATION,CONVERSATION,3630
What does the article say about Cell Biology?,CONTENT_ANALYSIS,CONTENT_ANALYSIS,3816
Does the report mention Database Systems?,CONTENT_ANALYSIS,CONTENT_ANALYSIS,2729
Does the material mention Quantum Physics?,CONTENT_ANALYSIS,CONTENT_ANALYSIS,2518
Test my knowledge of Statistics,ASSESSMENT,ASSESSMENT,7613
How am I doing in Software Engineering?,INSIGHT,INSIGHT,4737
Why is the sky blue?,CONVERSATION,CONTENT_ANALYSIS,3993
I need a visual guide for Database Systems,VIDEO_SEARCH,VIDEO_SEARCH,2633
Does the notes mention Cell Biology?,CONTENT_ANALYSIS,CONTENT_ANALYSIS,2670
Am I good at Macroeconomics?,INSIGHT,INSIGHT,4398
Am I good at Astrophysics?,INSIGHT,INSIGHT,5005
Does the slide mention Calculus?,CONTENT_ANALYSIS,CONTENT_ANALYSIS,2679
Get me a video tutorial on Computer Networks,VIDEO_SEARCH,VIDEO_SEARCH,2223
Am I good at Network Security?,INSIGHT,INSIGHT,5840
Test my knowledge of Big Data,ASSESSMENT,ASSESSMENT,5196
Ask me 5 questions on Big Data,ASSESSMENT,ASSESSMENT,4725
Does the notes mention Discrete Math?,CONTENT_ANALYSIS,CONTENT_ANALYSIS,2638
How am I doing in Operating Systems?,INSIGHT,INSIGHT,3512
What does the section say about Database Systems?,CONTENT_ANALYSIS,VIDEO_SEARCH,2534
How am I doing in Algorithms?,INSIGHT,INSIGHT,3325
Can I have a practice test on Classical Mechanics?,ASSESSMENT,ASSESSMENT,4759
Does the text mention Discrete Math?,CONTENT_ANALYSIS,CONTENT_ANALYSIS,2658
Fair enough,CONVERSATION,CONVERSATION,3508
Make me a quiz on Linear Programming,ASSESSMENT,ASSESSMENT,5844
How old is the Earth?,CONVERSATION,CONTENT_ANALYSIS,2609
Can fish fly?,CONVERSATION,CONVERSATION,3690
Link a video on Discrete Math,VIDEO_SEARCH,VIDEO_SEARCH,2070
Find a lecture video on Database Systems,VIDEO_SEARCH,VIDEO_SEARCH,2525
Give me 5 questions on Data Structures,ASSESSMENT,VIDEO_SEARCH,2300
Test me on Astrophysics,ASSESSMENT,ASSESSMENT,4649
LOL,CONVERSATION,CONVERSATION,2576
Where do I stand in Big Data?,INSIGHT,INSIGHT,4807
Give me a quiz on Compiler Design,ASSESSMENT,ASSESSMENT,8513
I want a test on Game Theory,ASSESSMENT,ASSESSMENT,8012
Any clips on Compiler Design?,VIDEO_SEARCH,VIDEO_SEARCH,1837
What have I achieved?,INSIGHT,INSIGHT,4903
I want a test on Computer Networks,ASSESSMENT,ASSESSMENT,9017
What's my level in Organic Chemistry?,INSIGHT,INSIGHT,4275
Summarize this article,CONTENT_ANALYSIS,CONTENT_ANALYSIS,3463
What does the section say about World History?,CONTENT_ANALYSIS,CONTENT_ANALYSIS,4588
Say it again,CONVERSATION,CONVERSATION,6742
Talk to me,CONVERSATION,CONVERSATION,2195
Analyze my learning behavior,INSIGHT,INSIGHT,4035
Is there any news today?,CONVERSATION,CONVERSATION,4000
Show a video demo of Database Systems,VIDEO_SEARCH,VIDEO_SEARCH,2438
Sure,CONVERSATION,CONVERSATION,3849
Find a video on Database Systems,VIDEO_SEARCH,VIDEO_SEARCH,2315
Do you have a video about Cognitive Science?,VIDEO_SEARCH,VIDEO_SEARCH,1861
Ask me some questions on Compiler Design,ASSESSMENT,ASSESSMENT,4780
How have you been?,CONVERSATION,CONVERSATION,3057
Evaluate my knowledge of Sociology,ASSESSMENT,INSIGHT,5259
How am I doing in Astrophysics?,INSIGHT,INSIGHT,4634
Where do I stand in Machine Learning?,INSIGHT,INSIGHT,4627
Find some videos for Discrete Math,VIDEO_SEARCH,VIDEO_SEARCH,2308
What's your name?,CONVERSATION,CONVERSATION,2977
What does the PDF say about Software Engineering?,CONTENT_ANALYSIS,VIDEO_SEARCH,2699
Generate a quiz about Computer Architecture,ASSESSMENT,VIDEO_SEARCH,3360
Suggest a video for World History,VIDEO_SEARCH,VIDEO_SEARCH,2170
Are you okay?,CONVERSATION,CONVERSATION,2915
What does the section say about Linear Algebra?,CONTENT_ANALYSIS,CONTENT_ANALYSIS,3026
I think so,CONVERSATION,CONVERSATION,3009
How am I doing in Microeconomics?,INSIGHT,INSIGHT,4670
Get me a video tutorial on Thermodynamics,VIDEO_SEARCH,VIDEO_SEARCH,2058
What does the handout say about Database Systems?,CONTENT_ANALYSIS,VIDEO_SEARCH,2779
Get me a video tutorial for Classical Mechanics,VIDEO_SEARCH,VIDEO_SEARCH,2154
Does the slide mention Cell Biology?,CONTENT_ANALYSIS,CONTENT_ANALYSIS,2689
What's my level in Computer Architecture?,INSIGHT,INSIGHT,4711
Whatever,CONVERSATION,CONVERSATION,3051
Review the slide for me,CONTENT_ANALYSIS,CONTENT_ANALYSIS,3318
Where do I stand in Algorithms?,INSIGHT,INSIGHT,4735
Fine,CONVERSATION,CONVERSATION,3711
Can I have a practice test on Computer Networks?,ASSESSMENT,ASSESSMENT,9165
Great,CONVERSATION,CONVERSATION,2685
Prepare a quiz for Data Structures,ASSESSMENT,ASSESSMENT,5624
Create an assessment for Machine Learning,ASSESSMENT,ASSESSMENT,5963
Find a video on Big Data,VIDEO_SEARCH,VIDEO_SEARCH,2710
Prepare a quiz for Organic Chemistry,ASSESSMENT,ASSESSMENT,5473
Does the report mention Microeconomics?,CONTENT_ANALYSIS,CONTENT_ANALYSIS,2570
I want to be tested on Classical Mechanics,ASSESSMENT,ASSESSMENT,8675
Give me a study plan,INSIGHT,INSIGHT,5383
Assess me on Machine Learning,ASSESSMENT,ASSESSMENT,5315
What's my level in Macroeconomics?,INSIGHT,INSIGHT,4137
Give me a quiz on Macroeconomics,ASSESSMENT,ASSESSMENT,5203
How can I improve?,INSIGHT,INSIGHT,5683
Evaluate my understanding of Microeconomics,ASSESSMENT,ASSESSMENT,5401
Suggest a video for Cognitive Science,VIDEO_SEARCH,VIDEO_SEARCH,3192
Search for a clip about Classical Mechanics,VIDEO_SEARCH,VIDEO_SEARCH,2187
I need an analysis of the PDF,CONTENT_ANALYSIS,CONTENT_ANALYSIS,4112
Ask me some questions on Cell Biology,ASSESSMENT,ASSESSMENT,8433
Show a video demo of Fluid Dynamics,VIDEO_SEARCH,VIDEO_SEARCH,2494
Got it,CONVERSATION,CONVERSATION,3422
Find some videos for Linear Programming,VIDEO_SEARCH,VIDEO_SEARCH,2141
Does the report mention World History?,CONTENT_ANALYSIS,CONVERSATION,2848
Prepare a quiz for Artificial Intelligence,ASSESSMENT,ASSESSMENT,9539
What's my level in Classical Mechanics?,INSIGHT,INSIGHT,4936
What are you?,CONVERSATION,CONVERSATION,3803
Examine me on Sociology,ASSESSMENT,ASSESSMENT,5257
See you soon,CONVERSATION,CONVERSATION,3061
Can you find a video on Software Engineering?,VIDEO_SEARCH,VIDEO_SEARCH,2041
Where do I stand in Thermodynamics?,INSIGHT,INSIGHT,4712
Let's have a conversation,CONVERSATION,CONVERSATION,4120
Chat with me,CONVERSATION,CONVERSATION,3376
What year is it?,CONVERSATION,CONVERSATION,2932
Does the section mention Calculus?,CONTENT_ANALYSIS,CONTENT_ANALYSIS,2514
What does the file cover?,CONTENT_ANALYSIS,CONTENT_ANALYSIS,3141
Wanna chat?,CONVERSATION,CONVERSATION,1876
Can you hear me?,CONVERSATION,CONVERSATION,2839
I'm a new user,CONVERSATION,CONVERSATION,3439
Analyze the uploaded chapter,CONTENT_ANALYSIS,CONTENT_ANALYSIS,4058
Find a lecture video on Classical Mechanics,VIDEO_SEARCH,VIDEO_SEARCH,2676
Ask me 5 questions on Machine Learning,ASSESSMENT,ASSESSMENT,5339
Let's take a quiz on Genetics,ASSESSMENT,ASSESSMENT,5076
Give me an example,CONVERSATION,CONTENT_ANALYSIS,7149
Check if I understood Organic Chemistry,ASSESSMENT,ASSESSMENT,8675
Explain the findings in the report,CONTENT_ANALYSIS,CONTENT_ANALYSIS,4675
I want to watch a video on Network Security,VIDEO_SEARCH,VIDEO_SEARCH,2809
What's my level in Human Anatomy?,INSIGHT,INSIGHT,5718
Show a video demo of Network Security,VIDEO_SEARCH,VIDEO_SEARCH,2432
Let's do a quiz on Cyber Security,ASSESSMENT,ASSESSMENT,7998
Start a quiz on Software Engineering,ASSESSMENT,ASSESSMENT,5038
What's my level in Quantum Physics?,INSIGHT,INSIGHT,3679
I want a test on World History,ASSESSMENT,ASSESSMENT,8129
Test my knowledge of Astrophysics,ASSESSMENT,ASSESSMENT,5250
Show me a YouTube video on Network Security,VIDEO_SEARCH,VIDEO_SEARCH,2565
Does the material mention Psychology?,CONTENT_ANALYSIS,CONTENT_ANALYSIS,2941
Can I have a practice test for Molecular Biology?,ASSESSMENT,ASSESSMENT,5025
Do you have a video about Human Anatomy?,VIDEO_SEARCH,VIDEO_SEARCH,2028
Does the article mention Software Engineering?,CONTENT_ANALYSIS,CONTENT_ANALYSIS,2450
Are there gaps in my Sociology knowledge?,INSIGHT,INSIGHT,4916
Quiz me on Psychology,ASSESSMENT,ASSESSMENT,5243
Any clips explaining Thermodynamics?,VIDEO_SEARCH,VIDEO_SEARCH,2318
Quiz me on Computer Architecture,ASSESSMENT,VIDEO_SEARCH,3005
I want to be tested on Genetics,ASSESSMENT,ASSESSMENT,4495
Test my knowledge on Machine Learning,ASSESSMENT,ASSESSMENT,5587
Hey,CONVERSATION,CONVERSATION,862
What does the slide say about Calculus?,CONTENT_ANALYSIS,CONTENT_ANALYSIS,2785
Can you find a video on Data Structures?,VIDEO_SEARCH,VIDEO_SEARCH,2154
What does the file say about Machine Learning?,CONTENT_ANALYSIS,CONTENT_ANALYSIS,3660
Search for tutorials about Game Theory,VIDEO_SEARCH,VIDEO_SEARCH,2237
Search for tutorials about Data Structures,VIDEO_SEARCH,VIDEO_SEARCH,1931
Break down the key concepts in the document,CONTENT_ANALYSIS,CONTENT_ANALYSIS,4761
Where do I stand in Cell Biology?,INSIGHT,INSIGHT,4848
Summarize the PDF in three bullet points,CONTENT_ANALYSIS,CONTENT_ANALYSIS,3135
Find a video on Macroeconomics,VIDEO_SEARCH,VIDEO_SEARCH,2630
Wait a second,CONVERSATION,CONVERSATION,2831
Are there gaps in my Machine Learning knowledge?,INSIGHT,INSIGHT,5860
What music do you like?,CONVERSATION,CONVERSATION,2124
Search for tutorials about Astrophysics,VIDEO_SEARCH,VIDEO_SEARCH,2593
Link a video on Sociology,VIDEO_SEARCH,VIDEO_SEARCH,2205
Find a lecture video on Compiler Design,VIDEO_SEARCH,VIDEO_SEARCH,2508
Does the file mention Psychology?,CONTENT_ANALYSIS,CONTENT_ANALYSIS,2481
Suggest a video for Molecular Biology,VIDEO_SEARCH,VIDEO_SEARCH,2708
Tell me what to study next,INSIGHT,INSIGHT,4441
Am I good at Classical Mechanics?,INSIGHT,INSIGHT,5074
I want to learn something new,CONVERSATION,CONVERSATION,3577
Ask me 5 questions on Network Security,ASSESSMENT,ASSESSMENT,5185
Show a video demo of Organic Chemistry,VIDEO_SEARCH,VIDEO_SEARCH,2214
Does the document mention Discrete Math?,CONTENT_ANALYSIS,CONTENT_ANALYSIS,2561
Give me 5 questions on Astrophysics,ASSESSMENT,ASSESSMENT,5823
Get me a video tutorial on Game Theory,VIDEO_SEARCH,VIDEO_SEARCH,2062
What's my level in Fluid Dynamics?,INSIGHT,INSIGHT,4502
Who made you?,CONVERSATION,CONVERSATION,3000
Search for a clip about Astrophysics,VIDEO_SEARCH,VIDEO_SEARCH,2256
Good to meet you,CONVERSATION,CONVERSATION,3156
What is the main point of the notes?,CONTENT_ANALYSIS,CONTENT_ANALYSIS,2731
What's my level in Software Engineering?,INSIGHT,INSIGHT,4207
